lat,lon
27.0238036,74.2179326
30.906587,75.840648
37.2923509,-78.73278
16.3792902,80.5313928
40.7924171,-74.1966221
42.0492205,-97.3957793
47.6942316,19.140119
42.7871797,-86.1023574
16.3792902,80.5313928
40.7924171,-74.1966221
37.2923509,-78.73278
47.6942316,19.140119
42.7871797,-86.1023574
13.6950966,100.6477906
37.9781,-122.546186
22.9867569,87.8549755
27.4349302,-82.5237545
37.2923509,-78.73278
23.0883827,72.5864839
20.593684,78.96288
24.174051,72.4330989
24.3454739,71.7622481
23.2156354,72.6369415
24.2585031,72.1906721
24.3454739,71.7622481
21.7157705,73.0199087
37.2923509,-78.73278
22.258652,71.1923805
22.965237,72.625633
37.2923509,-78.73278
37.2923509,-78.73278
20.593684,78.96288
47.6942316,19.140119
42.7871797,-86.1023574
47.6942316,19.140119
42.7871797,-86.1023574
16.3792902,80.5313928
40.7924171,-74.1966221
40.2096192,-74.6911995
20.9516658,85.0985236
16.3792902,80.5313928
40.7924171,-74.1966221
19.9974533,73.7898023
47.6942316,19.140119
42.7871797,-86.1023574
23.2156354,72.6369415
24.2585031,72.1906721
24.3454739,71.7622481
16.3792902,80.5313928
40.7924171,-74.1966221
25.908347,93.728951
39.8749072,-75.5478455
28.528857,77.289961
25.908347,93.728951
39.8749072,-75.5478455
28.528857,77.289961
25.1256823,72.1416132
37.09024,-95.712891
37.09024,-95.712891
38.9035092,-77.0604224
31.9685988,-99.9018131
37.09024,-95.712891
37.09024,-95.712891
38.9035092,-77.0604224
31.9685988,-99.9018131
16.3792902,80.5313928
40.7924171,-74.1966221
16.3792902,80.5313928
40.7924171,-74.1966221
26.2006043,92.9375739
24.174051,72.4330989
24.3454739,71.7622481
16.3792902,80.5313928
40.7924171,-74.1966221
47.6942316,19.140119
42.7871797,-86.1023574
37.9781,-122.546186
22.9867569,87.8549755
27.4349302,-82.5237545
16.3792902,80.5313928
40.7924171,-74.1966221
26.2006043,92.9375739
27.9490794,80.7824012
47.6942316,19.140119
42.7871797,-86.1023574
16.3792902,80.5313928
40.7924171,-74.1966221
47.6942316,19.140119
42.7871797,-86.1023574
47.6942316,19.140119
42.7871797,-86.1023574
27.9490794,80.7824012
42.0492205,-97.3957793
16.3792902,80.5313928
40.7924171,-74.1966221
22.3038945,70.8021599
23.1034031,70.7553175
16.3792902,80.5313928
40.7924171,-74.1966221
22.258652,71.1923805
-25.274398,133.775136
16.3792902,80.5313928
40.7924171,-74.1966221
16.3792902,80.5313928
40.7924171,-74.1966221
23.0096429,72.5255371
20.3092246,85.8241922
37.2923509,-78.73278
26.2006043,92.9375739
27.0912432,93.6156392
22.258652,71.1923805
22.258652,71.1923805
40.2096192,-74.6911995
20.9516658,85.0985236
24.5063838,72.0258406
16.3792902,80.5313928
40.7924171,-74.1966221
16.3792902,80.5313928
40.7924171,-74.1966221
33.8218609,-118.2897833
40.0124652,-75.2137202
40.2096192,-74.6911995
20.9516658,85.0985236
20.593684,78.96288
22.258652,71.1923805
37.2923509,-78.73278
20.593684,78.96288
22.258652,71.1923805
27.0238036,74.2179326
16.3792902,80.5313928
40.7924171,-74.1966221
16.3792902,80.5313928
40.7924171,-74.1966221
41.873458,-87.6288916
20.593684,78.96288
22.258652,71.1923805
41.9568817,-87.6935008
20.593684,78.96288
22.258652,71.1923805
41.9568817,-87.6935008
19.9017479,73.827527
19.9974533,73.7898023
28.5807532,77.3183441
34.6567728,-83.7199136
37.2923509,-78.73278
26.2006043,92.9375739
26.1445169,91.7362365
36.1043671,-79.9351805
26.2006043,92.9375739
27.0238036,74.2179326
47.6942316,19.140119
42.7871797,-86.1023574
47.6942316,19.140119
42.7871797,-86.1023574
25.908347,93.728951
39.8749072,-75.5478455
28.528857,77.289961
44.629167,-124.055059
23.2156354,72.6369415
33.6486086,73.0770513
16.3792902,80.5313928
40.7924171,-74.1966221
23.2156354,72.6369415
47.6942316,19.140119
42.7871797,-86.1023574
40.071844,-75.005942
33.6087507,-112.0322205
24.2585031,72.1906721
24.3454739,71.7622481
16.3792902,80.5313928
40.7924171,-74.1966221
47.6942316,19.140119
42.7871797,-86.1023574
20.3092246,85.8241922
20.270601,85.830608
16.3792902,80.5313928
40.7924171,-74.1966221
47.6942316,19.140119
42.7871797,-86.1023574
-23.8992281,29.6745423
37.4888862,-109.9573525
33.94467,-118.4105416
32.9530924,-96.8211579
22.7201319,71.649536
20.3092246,85.8241922
16.3792902,80.5313928
40.7924171,-74.1966221
16.3792902,80.5313928
