lat,lon
35.86166,104.195397
40.4557044,-74.4847683
21.4869337,86.9246005
40.7251137,-74.0048398
40.1679683,69.371189
22.7201319,71.649536
37.2923509,-78.73278
28.5896868,77.2218904
37.2923509,-78.73278
28.6396,77.209684
27.4684518,94.9019129
37.2923509,-78.73278
49.1193089,6.1757156
28.5875094,77.3317488
56.9132971,24.0990636
37.2923509,-78.73278
40.7251137,-74.0048398
40.1679683,69.371189
37.2923509,-78.73278
27.9490794,80.7824012
20.9516658,85.0985236
24.3454739,71.7622481
30.30764,80.5107574
24.3454739,71.7622481
30.30764,80.5107574
24.3454739,71.7622481
30.30764,80.5107574
37.2923509,-78.73278
28.6396,77.209684
27.4684518,94.9019129
26.2006043,92.9375739
24.3454739,71.7622481
30.30764,80.5107574
27.9512034,85.684578
27.8312092,85.7666606
40.4557044,-74.4847683
21.4869337,86.9246005
40.7251137,-74.0048398
40.1679683,69.371189
43.6694873,-79.3775323
36.0698443,-80.3010241
28.471308,-81.4683383
22.7201319,71.649536
37.2923509,-78.73278
28.5896868,77.2218904
16.1322924,120.67945
16.1322924,120.67945
16.1322924,120.67945
16.1322924,120.67945
16.1322924,120.67945
16.1322924,120.67945
16.1322924,120.67945
16.1322924,120.67945
16.1322924,120.67945
16.1322924,120.67945
16.1322924,120.67945
16.1322924,120.67945
42.0492205,-97.3957793
45.4235937,-75.700929
32.3806852,-86.1631382
20.593684,78.96288
13.6950966,100.6477906
22.9867569,87.8549755
42.5607773,-83.149918
34.1406977,-118.0213863
26.6528495,92.7925592
17.3124678,97.0149006
17.3124678,97.0149006
16.1322924,120.67945
22.7201319,71.649536
26.2006043,92.9375739
33.976817,-118.407293
22.9867569,87.8549755
26.2006043,92.9375739
27.608731,94.7691586
26.2006043,92.9375739
22.258652,71.1923805
39.8164442,-84.0421062
28.9650782,73.1880618
26.2006043,92.9375739
37.7854687,-122.3980539
37.2923509,-78.73278
27.9512034,85.684578
27.8312092,85.7666606
22.7201319,71.649536
22.7201319,71.649536
26.2006043,92.9375739
26.2006043,92.9375739
37.2923509,-78.73278
36.204824,138.252924
37.2923509,-78.73278
28.6396,77.209684
27.4684518,94.9019129
22.7201319,71.649536
26.2006043,92.9375739
28.5896868,77.2218904
20.593684,78.96288
26.2006043,92.9375739
22.9867569,87.8549755
22.9867569,87.8549755
26.2006043,92.9375739
26.2006043,92.9375739
26.2006043,92.9375739
26.2006043,92.9375739
26.2006043,92.9375739
37.2923509,-78.73278
26.2006043,92.9375739
28.5896868,77.2218904
43.5494652,-96.7291766
27.9512034,85.684578
27.8312092,85.7666606
37.8296761,-122.2478274
41.873458,-87.6288916
43.6455743,-79.4115565
28.5896868,77.2218904
20.9516658,85.0985236
20.7652197,86.1751759
21.628933,85.5816847
